ticker
AAWW
ABT
ACCO
ACHC
ACIW
ACM
ADM
AEP
AES
AIMC
AIN
AL
ALB
ALE
ALK
ALKS
AMGN
AMKR
AMRC
AMZN
AN
APD
APH
ARC
ARW
ATI
ATR
ATRO
ATSG
AVY
AWI
AWK
AWR
B
BAH
BBGI
BC
BCO
BCOR
BG
BGS
IBM
IMKTA
INFU
INGR
INT
IP
ITRI
JAZZ
JBLU
JCI
JNJ
K
KALU
KAR
KMI
KO
KOS
KRO
KTOS
LBTYA
LBTYK
LCUT
LEG
LFUS
LIN
LLY
LSTR
LUV
LVS
MAN
MATW
MATX
MD
BLDR
BLKB
BLMN
BR
BWXT
BZH
CAT
CBT
CCK
CDE
CE
CECO
CENT
CENTA
CHDN
CLH
CMCO
CMCSA
CMS
CNC
CNK
CNMD
CNP
CNSL
CNX
COP
CPK
CRL
MDC
MGEE
MHK
MHO
MLM
MNRO
MNTX
MOS
MPC
MPLX
MRC
MRK
MSA
MSEX
MSFT
MTD
MTH
MTSI
MTW
MUR
MUSA
NBR
NCLH
NEE
NEO
NEP
NGVC
NI
NJR
NPO
NS
NSC
OI
OLN
ON
ORA
ORN
OTEX
CSGS
CSV
CVX
CWT
D
DAL
DAR
DCO
DGX
DHI
DIS
DISH
DIT
DK
DLA
DLX
DOOR
DTE
DUK
DVA
DXPE
DXYN
ED
EIX
EMR
ENLC
ENS
EOG
EQT
ET
ETN
ETR
EVC
EVTC
EXC
FCFS
PAG
PBF
PBH
PEG
PEP
PFE
PHM
PHX
PLXS
PNM
PNR
PNW
POOL
PPG
PRIM
PRMW
PSX
QUAD
R
RCII
RCL
RIG
RRC
RSG
SAH
SATS
SCI
FE
FET
FIS
FISV
FIVN
FLEX
FLL
FLR
FLS
FLT
FMC
GATX
GE
GEL
GFF
GILD
GLT
GNRC
GPI
GPK
GPRE
GVA
GWW
H
HA
HAE
HBI
HEES
HEP
HES
HL
HLX
HNI
HOLX
HON
HSC
HSIC
HSY
HUN
HURN
HXL
HZNP
IART
SEM
SENEA
SFM
SGC
SJI
SJW
SLB
SLCA
SM
SMG
SO
SON
SP
SPR
SPXC
SRCL
SRE
SSNC
ST
SWX
SXC
SXT
SYK
SYPR
T
TAST
TDS
TDY
TEL
TEX
TFX
TGNA
THC
THR
THS
TILE
TMHC
TMO
TMUS
TPC
TPH
TRGP
TRN
TROX
TRS
TRTN
TSN
TTEK
TWI
TXT
UAL
UCTT
UGI
UHAL
UNH
UNP
UPS
URI
USAP
UTL
VAC
VLO
VMI
VSH
VZ
WAB
WEC
WEN
WES
WEX
WM
WMB
WTS
WWW
X
XRAY
XRX
YORW
ZBH
